dtxsid,measurement,observation,sample,sampleType,substanceName,unit,value
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.3204643315.TA.20181219.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.TA3204643315.20181219.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.TA3204643315.20181219>,SOIL,Perfluorobutanesulfonic acid,Î¼g/kg,0.61
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L202234601.AAWH.20200528.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL202234601.20200528.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL202234601.20200528>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.614
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233947107.AAWH.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233947107.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233947107.20230707>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.62
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233947107.AAWH.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233947107.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233947107.20230707>,SOIL,Perfluorobutanesulfonic acid,ng/L,0.62
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L236005807.AAWH.20231006.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL236005807.20231006.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL236005807.20231006>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.633
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L223848602.AAWH.20220718.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL223848602.20220718.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL223848602.20220718>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.651
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.FA9898019.AU.20220914.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AUFA9898019.20220914.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AUFA9898019.20220914>,SOIL,Perfluorobutanesulfonic acid,Î¼g/kg,0.67
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L222376506R.AAWH.20220505.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL222376506R.20220505.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL222376506R.20220505>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.681
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.200164903.VAL.20200731.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.VAL200164903.20200731.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.VAL200164903.20200731>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.712
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.160124519.VAL.20160927.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.VAL160124519.20160927.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.VAL160124519.20160927>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.744
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L223848601.AAWH.20220718.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL223848601.20220718.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL223848601.20220718>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.769
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.150106303.VAL.20151101.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.VAL150106303.20151101.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.VAL150106303.20151101>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.788
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.150106205.VAL.20151031.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.VAL150106205.20151031.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.VAL150106205.20151031>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.828
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L223778502.AAWH.20220714.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL223778502.20220714.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL223778502.20220714>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.849
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L223778501.AAWH.20220714.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL223778501.20220714.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL223778501.20220714>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.857
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L236844802.AAWH.20231116.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL236844802.20231116.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL236844802.20231116>,SOIL,Perfluorobutanesulfonic acid,ng/g,0.984
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.160122906.VAL.20160921.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.VAL160122906.20160921.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.VAL160122906.20160921>,SOIL,Perfluorobutanesulfonic acid,ng/g,1.04
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.FA9587128.AU.20220520.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AUFA9587128.20220520.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AUFA9587128.20220520>,SOIL,Perfluorobutanesulfonic acid,Î¼g/kg,1.1
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.160122905.VAL.20160921.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.VAL160122905.20160921.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.VAL160122905.20160921>,SOIL,Perfluorobutanesulfonic acid,ng/g,1.1
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.150106304.VAL.20151101.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.VAL150106304.20151101.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.VAL150106304.20151101>,SOIL,Perfluorobutanesulfonic acid,ng/g,1.12
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.160122907.VAL.20160921.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.VAL160122907.20160921.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.VAL160122907.20160921>,SOIL,Perfluorobutanesulfonic acid,ng/g,1.13
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L194636302.AAWH.20191003.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL194636302.20191003.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL194636302.20191003>,SOIL,Perfluorobutanesulfonic acid,ng/g,1.17
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.150106308.VAL.20151101.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.VAL150106308.20151101.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.VAL150106308.20151101>,SOIL,Perfluorobutanesulfonic acid,ng/g,1.2
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.150106311.VAL.20151103.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.VAL150106311.20151103.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.VAL150106311.20151103>,SOIL,Perfluorobutanesulfonic acid,ng/g,1.24
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.FA979265.AU.20220804.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AUFA979265.20220804.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AUFA979265.20220804>,SOIL,Perfluorobutanesulfonic acid,Î¼g/kg,1.3
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L224421501R.AAWH.20220811.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL224421501R.20220811.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL224421501R.20220811>,SOIL,Perfluorobutanesulfonic acid,ng/g,1.4
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L224421503.AAWH.20220811.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL224421503.20220811.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL224421503.20220811>,SOIL,Perfluorobutanesulfonic acid,ng/g,1.4
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.150106310.VAL.20151101.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.VAL150106310.20151101.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.VAL150106310.20151101>,SOIL,Perfluorobutanesulfonic acid,ng/g,1.43
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.FA962389.AU.20220603.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AUFA962389.20220603.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AUFA962389.20220603>,SOIL,Perfluorobutanesulfonic acid,Î¼g/kg,1.7
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L224421502R.AAWH.20220811.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL224421502R.20220811.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL224421502R.20220811>,SOIL,Perfluorobutanesulfonic acid,ng/g,1.72
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L194636303.AAWH.20191003.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL194636303.20191003.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL194636303.20191003>,SOIL,Perfluorobutanesulfonic acid,ng/g,1.73
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233947110.AAWH.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233947110.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233947110.20230707>,SOIL,Perfluorobutanesulfonic acid,ng/g,1.77
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233947110.AAWH.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233947110.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233947110.20230707>,SOIL,Perfluorobutanesulfonic acid,ng/L,1.77
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.FC76951.AUOF.20230711.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AUOFFC76951.20230711.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AUOFFC76951.20230711>,SOIL,Perfluorobutanesulfonic acid,Î¼g/kg,1.8
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234061703.AAWH.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234061703.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234061703.20230713>,SOIL,Perfluorobutanesulfonic acid,ng/L,1.9
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233837704.AAWH.20230705.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233837704.20230705.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233837704.20230705>,SOIL,Perfluorobutanesulfonic acid,ng/g,2.0
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234061704.AAWH.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234061704.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234061704.20230713>,SOIL,Perfluorobutanesulfonic acid,ng/L,2.25
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234061704.AAWH.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234061704.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234061704.20230713>,SOIL,Perfluorobutanesulfonic acid,ng/g,2.25
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.150106204.VAL.20151031.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.VAL150106204.20151031.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.VAL150106204.20151031>,SOIL,Perfluorobutanesulfonic acid,ng/g,2.28
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.150106309.VAL.20151101.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.VAL150106309.20151101.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.VAL150106309.20151101>,SOIL,Perfluorobutanesulfonic acid,ng/g,2.32
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234061701.AAWH.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234061701.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234061701.20230713>,SOIL,Perfluorobutanesulfonic acid,ng/L,2.33
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234061701.AAWH.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234061701.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234061701.20230713>,SOIL,Perfluorobutanesulfonic acid,ng/g,2.33
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.FA9898020.AU.20220913.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AUFA9898020.20220913.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AUFA9898020.20220913>,SOIL,Perfluorobutanesulfonic acid,Î¼g/kg,2.4
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234061710.AAWH.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234061710.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234061710.20230713>,SOIL,Perfluorobutanesulfonic acid,ng/L,2.41
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234061710.AAWH.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234061710.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234061710.20230713>,SOIL,Perfluorobutanesulfonic acid,ng/g,2.41
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234061705.AAWH.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234061705.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234061705.20230713>,SOIL,Perfluorobutanesulfonic acid,ng/L,2.7
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234061702.AAWH.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234061702.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234061702.20230713>,SOIL,Perfluorobutanesulfonic acid,ng/g,2.8
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234061702.AAWH.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234061702.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234061702.20230713>,SOIL,Perfluorobutanesulfonic acid,ng/L,2.8
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233947111.AAWH.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233947111.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233947111.20230707>,SOIL,Perfluorobutanesulfonic acid,ng/g,3.08
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233947111.AAWH.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233947111.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233947111.20230707>,SOIL,Perfluorobutanesulfonic acid,ng/L,3.08
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233947104.AAWH.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233947104.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233947104.20230707>,SOIL,Perfluorobutanesulfonic acid,ng/L,3.16
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233947104.AAWH.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233947104.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233947104.20230707>,SOIL,Perfluorobutanesulfonic acid,ng/g,3.16
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233947103.AAWH.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233947103.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233947103.20230707>,SOIL,Perfluorobutanesulfonic acid,ng/g,3.44
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233947103.AAWH.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233947103.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233947103.20230707>,SOIL,Perfluorobutanesulfonic acid,ng/L,3.44
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.FA873651.AUOF.20210720.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AUOFFA873651.20210720.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AUOFFA873651.20210720>,SLUDGE,Perfluorobutanesulfonic acid,Î¼g/kg,4.8
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.FA873651.AUOF.20210720.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AUOFFA873651.20210720.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AUOFFA873651.20210720>,SOIL,Perfluorobutanesulfonic acid,Î¼g/kg,4.8
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233947109.AAWH.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233947109.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233947109.20230707>,SOIL,Perfluorobutanesulfonic acid,ng/g,5.01
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233947109.AAWH.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233947109.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233947109.20230707>,SOIL,Perfluorobutanesulfonic acid,ng/L,5.01
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234061707.AAWH.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234061707.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234061707.20230713>,SOIL,Perfluorobutanesulfonic acid,ng/g,5.1
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234061707.AAWH.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234061707.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234061707.20230713>,SOIL,Perfluorobutanesulfonic acid,ng/L,5.1
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233947102.AAWH.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233947102.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233947102.20230707>,SOIL,Perfluorobutanesulfonic acid,ng/g,6.52
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233947102.AAWH.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233947102.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233947102.20230707>,SOIL,Perfluorobutanesulfonic acid,ng/L,6.52
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234061708.AAWH.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234061708.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234061708.20230713>,SOIL,Perfluorobutanesulfonic acid,ng/g,6.85
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234061708.AAWH.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234061708.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234061708.20230713>,SOIL,Perfluorobutanesulfonic acid,ng/L,6.85
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234061709.AAWH.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234061709.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234061709.20230713>,SOIL,Perfluorobutanesulfonic acid,ng/g,7.46
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234061709.AAWH.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234061709.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234061709.20230713>,SOIL,Perfluorobutanesulfonic acid,ng/L,7.46
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233947108.AAWH.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233947108.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233947108.20230707>,SOIL,Perfluorobutanesulfonic acid,ng/g,10.9
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233947108.AAWH.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233947108.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233947108.20230707>,SOIL,Perfluorobutanesulfonic acid,ng/L,10.9
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233947101.AAWH.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233947101.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233947101.20230707>,SOIL,Perfluorobutanesulfonic acid,ng/g,11.2
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233947101.AAWH.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233947101.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233947101.20230707>,SOIL,Perfluorobutanesulfonic acid,ng/L,11.2
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233947107.AAWH.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233947107.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233947107.20230707>,SOIL,Perfluorobutanesulfonic acid,ng/L,16.6
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L233947107.AAWH.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL233947107.20230707.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL233947107.20230707>,SOIL,Perfluorobutanesulfonic acid,ng/g,16.6
<http://w3id.org/DSSTox/v1/DTXSID5030030>,<http://w3id.org/sawgraph/v1/me-egad-data#result.L234061705.AAWH.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#observation.AAWHL234061705.20230713.375735>,<http://w3id.org/sawgraph/v1/me-egad-data#sample.AAWHL234061705.20230713>,SOIL,Perfluorobutanesulfonic acid,ng/L,<http://w3id.org/coso/v1/contaminoso#non-detect>
