feature,featureType,observation,cas,substanceName,measurement,value,unit
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.95064,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.VAL180155004.20180628.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.180155004.VAL.20180628.335671,http://w3id.org/coso/v1/contaminoso#non-detect,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.95064,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.VAL180155004.20180628.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.180155004.VAL.20180628.335671,http://w3id.org/coso/v1/contaminoso#non-detect,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.107589,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.VAL180155005.20180628.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.180155005.VAL.20180628.335671,http://w3id.org/coso/v1/contaminoso#non-detect,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.107589,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.VAL180155005.20180628.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.180155005.VAL.20180628.335671,http://w3id.org/coso/v1/contaminoso#non-detect,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.95073,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.VAL180155001.20180628.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.180155001.VAL.20180628.335671,http://w3id.org/coso/v1/contaminoso#non-detect,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.95073,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.VAL180155001.20180628.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.180155001.VAL.20180628.335671,http://w3id.org/coso/v1/contaminoso#non-detect,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.95065,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.VAL180155003.20180628.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.180155003.VAL.20180628.335671,http://w3id.org/coso/v1/contaminoso#non-detect,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.95065,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.VAL180155003.20180628.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.180155003.VAL.20180628.335671,http://w3id.org/coso/v1/contaminoso#non-detect,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.134739,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL203550208.20200828.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.L203550208.AAWH.20200828.335671,http://w3id.org/coso/v1/contaminoso#non-detect,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.134739,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL203550208.20200828.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.L203550208.AAWH.20200828.335671,http://w3id.org/coso/v1/contaminoso#non-detect,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.134739,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL203550209.20200828.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.L203550209.AAWH.20200828.335671,http://w3id.org/coso/v1/contaminoso#non-detect,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.134739,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL203550209.20200828.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.L203550209.AAWH.20200828.335671,http://w3id.org/coso/v1/contaminoso#non-detect,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.41808,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL203550201.20200827.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.L203550201.AAWH.20200827.335671,http://w3id.org/coso/v1/contaminoso#non-detect,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.41808,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL203550201.20200827.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.L203550201.AAWH.20200827.335671,http://w3id.org/coso/v1/contaminoso#non-detect,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.136210,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL193561303.20190807.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.L193561303.AAWH.20190807.335671,http://w3id.org/coso/v1/contaminoso#non-detect,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.136210,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL193561303.20190807.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.L193561303.AAWH.20190807.335671,http://w3id.org/coso/v1/contaminoso#non-detect,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.136210,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL195701201.20191126.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.L195701201.AAWH.20191126.335671,http://w3id.org/coso/v1/contaminoso#non-detect,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.136210,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL195701201.20191126.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.L195701201.AAWH.20191126.335671,http://w3id.org/coso/v1/contaminoso#non-detect,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.136210,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL195701202.20191126.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.L195701202.AAWH.20191126.335671,http://w3id.org/coso/v1/contaminoso#non-detect,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.136210,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL195701202.20191126.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.L195701202.AAWH.20191126.335671,http://w3id.org/coso/v1/contaminoso#non-detect,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.136210,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL202809002.20200701.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.L202809002.AAWH.20200701.335671,http://w3id.org/coso/v1/contaminoso#non-detect,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.136210,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL202809002.20200701.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.L202809002.AAWH.20200701.335671,http://w3id.org/coso/v1/contaminoso#non-detect,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.136210,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL202809003.20200701.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.L202809003.AAWH.20200701.335671,http://w3id.org/coso/v1/contaminoso#non-detect,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.136210,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL202809003.20200701.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.L202809003.AAWH.20200701.335671,http://w3id.org/coso/v1/contaminoso#non-detect,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.136208,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL193561301.20190807.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.L193561301.AAWH.20190807.335671,http://w3id.org/coso/v1/contaminoso#non-detect,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.136208,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL193561301.20190807.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.L193561301.AAWH.20190807.335671,http://w3id.org/coso/v1/contaminoso#non-detect,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.141428,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL202809005.20200701.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.L202809005.AAWH.20200701.335671,http://w3id.org/coso/v1/contaminoso#non-detect,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.141428,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL202809005.20200701.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.L202809005.AAWH.20200701.335671,http://w3id.org/coso/v1/contaminoso#non-detect,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.127054,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.MW20160504055E011.20160429.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.20160504055E011.MW.20160429.335671,http://w3id.org/coso/v1/contaminoso#non-detect,Î¼g/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.127054,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.MW20160504055E011.20160429.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.20160504055E011.MW.20160429.335671,http://w3id.org/coso/v1/contaminoso#non-detect,Î¼g/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.127055,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.MW20160504055E011.20160429.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.20160504055E011.MW.20160429.335671,http://w3id.org/coso/v1/contaminoso#non-detect,Î¼g/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.127055,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.MW20160504055E011.20160429.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.20160504055E011.MW.20160429.335671,http://w3id.org/coso/v1/contaminoso#non-detect,Î¼g/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.125354,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.TAI320368741.20180306.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.320368741.TAI.20180306.335671,http://w3id.org/coso/v1/contaminoso#non-detect,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.125354,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.TAI320368741.20180306.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.320368741.TAI.20180306.335671,http://w3id.org/coso/v1/contaminoso#non-detect,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.74193,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL200743802.20200219.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.L200743802.AAWH.20200219.335671,9.64E-6,mg/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.74193,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL200743802.20200219.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.L200743802.AAWH.20200219.335671,9.64E-6,mg/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.74193,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL202161206.20200526.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.L202161206.AAWH.20200526.335671,1.09E-5,mg/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.74193,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL202161206.20200526.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.L202161206.AAWH.20200526.335671,1.09E-5,mg/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.74193,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL204098603RE.20200928.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.L204098603RE.AAWH.20200928.335671,1.19E-5,mg/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.74193,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL204098603RE.20200928.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.L204098603RE.AAWH.20200928.335671,1.19E-5,mg/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.141614,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL202187804.20200527.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.L202187804.AAWH.20200527.335671,0.000106,mg/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.141614,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL202187804.20200527.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.L202187804.AAWH.20200527.335671,0.000106,mg/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.141614,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL200727403.20200218.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.L200727403.AAWH.20200218.335671,0.000107,mg/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.141614,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL200727403.20200218.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.L200727403.AAWH.20200218.335671,0.000107,mg/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.127054,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.MW20160504055E011.20160429.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.20160504055E011.MW.20160429.335671,0.0027,Î¼g/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.127054,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.MW20160504055E011.20160429.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.20160504055E011.MW.20160429.335671,0.0027,Î¼g/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.127055,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.MW20160504055E011.20160429.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.20160504055E011.MW.20160429.335671,0.0027,Î¼g/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.127055,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.MW20160504055E011.20160429.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.20160504055E011.MW.20160429.335671,0.0027,Î¼g/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.143122,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.PAF35265358001.20160910.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.35265358001.PAF.20160910.335671,0.0033,Î¼g/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.143122,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.PAF35265358001.20160910.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.35265358001.PAF.20160910.335671,0.0033,Î¼g/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.130228,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.MW20161027023E011.20161020.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.20161027023E011.MW.20161020.335671,0.0036,Î¼g/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.130228,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.MW20161027023E011.20161020.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.20161027023E011.MW.20161020.335671,0.0036,Î¼g/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.143124,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.PAF35265358005.20160910.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.35265358005.PAF.20160910.335671,0.0093,Î¼g/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.143124,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.PAF35265358005.20160910.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.35265358005.PAF.20160910.335671,0.0093,Î¼g/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.142165,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL213250902.20210615.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.L213250902.AAWH.20210615.335671,0.206,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.142165,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL213250902.20210615.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.L213250902.AAWH.20210615.335671,0.206,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.52255,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL216390102.20211117.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.L216390102.AAWH.20211117.335671,0.207,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.52255,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL216390102.20211117.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.L216390102.AAWH.20211117.335671,0.207,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.150543,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL223858301.20220718.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.L223858301.AAWH.20220718.335671,0.208,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.150543,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL223858301.20220718.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.L223858301.AAWH.20220718.335671,0.208,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.133805,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL240448902.20240125.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.L240448902.AAWH.20240125.335671,0.212,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.133805,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL240448902.20240125.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.L240448902.AAWH.20240125.335671,0.212,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.142995,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL230967202.20230222.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.L230967202.AAWH.20230222.335671,0.213,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.142995,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL230967202.20230222.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.L230967202.AAWH.20230222.335671,0.213,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.147915,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL221789702.20220406.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.L221789702.AAWH.20220406.335671,0.213,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.147915,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL221789702.20220406.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.L221789702.AAWH.20220406.335671,0.213,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.148636,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL232153301.20230420.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.L232153301.AAWH.20230420.335671,0.213,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.148636,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL232153301.20230420.335671,335671,PERFLUOROOCTANOIC ACID-LINEAR,http://sawgraph.spatialai.org/v1/me-egad-data#result.L232153301.AAWH.20230420.335671,0.213,ng/L
http://sawgraph.spatialai.org/v1/me-egad-data#sampledFeature.154619,http://sawgraph.spatialai.org/v1/me-egad-data#featureType.PWSW,http://sawgraph.spatialai.org/v1/me-egad-data#observation.AAWHL234859501.20230821.335671,335671,PERFLUOROOCTANOIC ACID,http://sawgraph.spatialai.org/v1/me-egad-data#result.L234859501.AAWH.20230821.335671,0.213,ng/L
