observation,feature,sample,property,substance,result,value,unit,sampleMaterialType,samplePoint
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038501.20210303.375928,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.152668,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038501.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFHPS_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038501.AA.20210303.375928,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.MLK,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.152668
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038501.20210303.375951,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.152668,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038501.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFNA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038501.AA.20210303.375951,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.MLK,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.152668
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038501.20210303.376067,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.152668,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038501.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFTEA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038501.AA.20210303.376067,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.MLK,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.152668
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038501.20210303.39108344,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.152668,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038501.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.8-2_FTS_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038501.AA.20210303.39108344,45.4,http://qudt.org/vocab/unit/NanoGM-PER-L,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.MLK,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.152668
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038501.20210303.68259121,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.152668,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038501.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFNS_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038501.AA.20210303.68259121,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.MLK,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.152668
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038501.20210303.72629948,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.152668,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038501.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFTRIA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038501.AA.20210303.72629948,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.MLK,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.152668
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038501.20210303.754916,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.152668,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038501.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFOSA,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038501.AA.20210303.754916,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.MLK,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.152668
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038501.20210303.757124724,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.152668,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038501.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.4-2_FTS_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038501.AA.20210303.757124724,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.MLK,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.152668
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.1763231,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFOS_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.1763231,2.21,http://w3id.org/coso/v1/contaminoso#NanoGM-PER-GM,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.FE,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.1763231,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFOS_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.1763231,2.21,http://w3id.org/coso/v1/contaminoso#NanoGM-PER-GM,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialTypeQualifier.TMR,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.2058948,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFUNDA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.2058948,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.FE,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.2058948,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFUNDA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.2058948,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialTypeQualifier.TMR,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.2355319,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.N-MeFOSAA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.2355319,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.FE,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.2355319,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.N-MeFOSAA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.2355319,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialTypeQualifier.TMR,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.2706903,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFPEA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.2706903,9.87,http://w3id.org/coso/v1/contaminoso#NanoGM-PER-GM,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.FE,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.2706903,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFPEA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.2706903,9.87,http://w3id.org/coso/v1/contaminoso#NanoGM-PER-GM,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialTypeQualifier.TMR,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.2706914,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFPES_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.2706914,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.FE,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.2706914,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFPES_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.2706914,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialTypeQualifier.TMR,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.2991506,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.N-EtFOSAA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.2991506,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.FE,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.2991506,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.N-EtFOSAA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.2991506,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialTypeQualifier.TMR,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.307244,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFHXA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.307244,4.94,http://w3id.org/coso/v1/contaminoso#NanoGM-PER-GM,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.FE,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.307244,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFHXA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.307244,4.94,http://w3id.org/coso/v1/contaminoso#NanoGM-PER-GM,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialTypeQualifier.TMR,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.307551,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFDOA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.307551,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.FE,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.307551,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFDOA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.307551,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialTypeQualifier.TMR,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.335671,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFOA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.335671,1.09,http://w3id.org/coso/v1/contaminoso#NanoGM-PER-GM,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.FE,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.335671,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFOA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.335671,1.09,http://w3id.org/coso/v1/contaminoso#NanoGM-PER-GM,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialTypeQualifier.TMR,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.335762,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFDA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.335762,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.FE,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.335762,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFDA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.335762,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialTypeQualifier.TMR,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.335773,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFDS_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.335773,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.FE,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.335773,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFDS_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.335773,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialTypeQualifier.TMR,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.355464,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFHXS_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.355464,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.FE,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.355464,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFHXS_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.355464,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialTypeQualifier.TMR,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.375224,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFBA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.375224,8.26,http://w3id.org/coso/v1/contaminoso#NanoGM-PER-GM,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.FE,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.375224,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFBA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.375224,8.26,http://w3id.org/coso/v1/contaminoso#NanoGM-PER-GM,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialTypeQualifier.TMR,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.375735,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFBS_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.375735,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.FE,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.375735,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFBS_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.375735,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialTypeQualifier.TMR,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.375859,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFHPA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.375859,3.04,http://w3id.org/coso/v1/contaminoso#NanoGM-PER-GM,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.FE,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.375859,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFHPA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.375859,3.04,http://w3id.org/coso/v1/contaminoso#NanoGM-PER-GM,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialTypeQualifier.TMR,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.375928,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFHPS_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.375928,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.FE,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.375928,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFHPS_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.375928,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialTypeQualifier.TMR,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
http://w3id.org/sawgraph/v1/me-egad-data#observation.AAL211038502R.20210303.375951,http://w3id.org/sawgraph/v1/me-egad-data#sampledFeature.146501,http://w3id.org/sawgraph/v1/me-egad-data#sample.AAL211038502R.20210303,http://w3id.org/coso/v1/contaminoso#SingleContaminantConcentrationQuantityKind,http://w3id.org/sawgraph/v1/me-egad-data#parameter.PFNA_A,http://w3id.org/sawgraph/v1/me-egad-data#result.L211038502R.AA.20210303.375951,http://w3id.org/coso/v1/contaminoso#non-detect,,http://w3id.org/sawgraph/v1/me-egad-data#sampleMaterialType.FE,http://w3id.org/sawgraph/v1/me-egad-data#samplePoint.146501
