measurement,dl,value,unit
http://w3id.org/sawgraph/v1/me-egad-data#result.L204794007RE.AAWH.20201030.68259121,http://sawgraph.spatialai.org/v1/me-egad-data#mdl.1.1.NG/G,1.1,http://w3id.org/coso/v1/contaminoso#NanoGM-PER-GM
